last_year_today,paid_date_day,total_nmv,carbody_nmv,thirdparty_nmv,other_types_nmv,sellers_nmv,snappbimeh_nmv,bimebazar_nmv,other_partners_nmv,total_issuance_time_hours,less_than_12_hours_thirdparty,less_than_24_hours_thirdparty,less_than_48_hours_thirdparty,less_than_120_hours_thirdparty,more_than_120_hours_thirdparty,less_than_12_hours_carbody,less_than_24_hours_carbody,less_than_48_hours_carbody,less_than_120_hours_carbody,more_than_120_hours_carbody,bb_twenty_minutes_sla_count,bb_two_hours_sla_count,bb_redline_sla_counts,sb_twenty_minutes_sla_count,sb_two_hours_sla_count,sb_redline_sla_counts,count_of_orders,bb_count_of_cash_orders,total_carbody_count,total_thirdparty_count,carbody_48hours,thirdparty_bb_order_count,thirdparty_snappbimeh_order_count,bb_league1_nmv,bb_league2_nmv,bb_other_league_nmv,snappbimeh_league1_nmv,snappbimeh_league2_nmv,snappbimeh_other_league_nmv,bb_bnpl_nmv,bb_cash_nmv,snappbime_bnpl_nmv,snappbime_cash_nmv,bb_voucher_amount,bb_non_voucher_count,count_of_created_orders,created_carbody_orders,created_thirdparty_orders,thirdparty_cancelled_count,carbody_cancelled_count
2021-01-22,2022-01-22,588270882,31311915,538945190,18013777,0,18728715,560128245,9413922,8308.6531516222222222,160,65,19,17,2,0,0,3,10,7,11,55,146,,4,9,303,281,20,263,3,247,12,556569245,155352593,232015651,2737244,9397311,6594160,0,542448612,0,18728715,37962488,90,700,78,559,0,0
2021-01-21,2022-01-21,402651231,23215947,373808993,5626291,0,11954741,389613350,1083140,6194.0373619630555556,73,66,25,14,3,0,2,0,6,7,7,27,63,,,3,208,192,15,181,2,172,8,388064620,111232038,179931395,0,2048231,9906510,0,369767434,0,11954741,21970543,75,463,73,341,,
2021-01-20,2022-01-20,399834645,30049884,363977894,5806867,0,33922883,361431285,4480477,7998.7311043408333333,113,23,37,15,2,1,0,0,12,8,6,36,87,1,2,15,222,194,21,190,1,166,23,359776473,135289779,118166101,14171350,4340548,15410985,0,354165960,0,33922883,23874470,60,483,69,371,0,1
2021-01-19,2022-01-19,427272470,16691396,402042265,8538809,0,24418837,402853633,0,8340.9979662452777778,123,23,18,14,4,3,1,1,3,5,14,66,107,,8,10,217,197,13,182,5,167,15,401462137,121361323,130425549,2097570,7565952,14755315,0,388364150,0,22295512,27409056,62,637,81,499,0,0
2021-01-18,2022-01-18,373387457,19419068,342880927,11087462,0,37537438,333406430,2443589,4145.6418899547222222,130,25,11,7,4,2,0,1,6,4,10,47,99,,8,14,219,195,13,177,3,156,20,322726734,106416313,115036220,2314255,9732288,25490895,0,326777345,0,36298938,22418167,81,553,68,440,,
2021-01-17,2022-01-17,372238906,30185994,338066778,3986134,0,29032657,342196089,1010160,7047.5627520169444444,126,30,9,8,3,1,0,3,9,6,10,53,109,1,4,11,220,194,19,176,4,159,16,341124919,123210745,132822473,7381035,5502147,16149475,0,324578587,0,27445477,20606694,74,570,69,446,0,0
2021-01-16,2022-01-16,412702990,28725080,378732858,5245052,0,38050950,374652040,0,11173.936226070278,142,36,11,5,2,2,2,1,10,10,4,49,124,1,9,15,240,211,25,196,5,173,25,367548971,158445313,117955269,4870724,7292591,25887635,0,366415230,0,36846550,23291673,69,677,66,536,,
2021-01-15,2022-01-15,506138927,44981511,455394116,5763300,0,34999432,471139495,0,7141.6691659408333333,142,47,21,10,3,1,0,2,13,8,8,68,131,,4,8,266,245,24,223,3,206,18,461255001,190169890,131658471,9697284,3577875,21724273,0,465172495,0,32633192,27238184,107,688,50,578,0,0
2021-01-14,2022-01-14,217822127,10747924,206222503,851700,0,9554944,204874829,3392354,2712.4794018050000000,64,26,7,7,1,0,0,0,5,3,3,26,47,,3,4,119,111,8,105,,98,5,201570129,57511036,79244658,3002939,2077775,4474230,0,202139432,0,9554944,12330020,39,358,28,272,0,0
2021-01-13,2022-01-13,362203695,23084609,335882136,3236950,0,35076854,327126841,0,8697.0545274100000000,119,22,8,13,3,0,1,0,5,12,10,43,106,,6,16,188,164,18,165,1,147,20,321032175,128585291,120483665,5892970,5442004,23741880,0,317831793,0,32872724,19235976,65,458,74,343,,
2021-01-12,2022-01-12,399767704,20186358,377451913,2129433,0,37038358,359701930,3027416,6746.9820942144444444,125,40,11,13,2,0,0,0,9,10,12,57,108,1,7,12,230,201,19,191,,167,22,356902970,106750454,127087827,4447662,7418396,25172300,0,353969730,0,37038358,24199448,83,714,69,592,0,0
2021-01-11,2022-01-11,442520655,28724870,392250496,21545289,0,52317692,387422838,2780125,11663.077052861111,137,24,16,4,2,0,1,2,6,13,14,47,96,2,7,14,228,196,22,183,3,156,26,381980485,132614881,141510872,11409870,7276537,33631285,0,375173233,0,52317692,23557379,69,633,73,495,,
2021-01-10,2022-01-10,495618978,36931115,437296196,21391667,0,23817538,470726414,1075026,6232.4557671255555556,128,36,25,9,1,1,1,2,8,7,16,58,101,1,4,6,239,224,19,199,4,186,12,457411500,175835086,173921220,4717275,7154388,11945875,0,464073059,0,21833938,26815235,85,589,63,461,0,0
2021-01-09,2022-01-09,426511057,16954623,390012468,19543966,0,25872255,392835814,7802988,5940.4278246450000000,110,52,24,7,0,0,1,4,6,4,5,38,101,1,3,7,240,221,15,193,5,174,15,390368023,146252035,161930352,3187730,10414433,12270092,0,392835814,0,24878255,24062785,91,732,68,591,0,0
2021-01-08,2022-01-08,500851687,22369551,455934161,22547975,0,27067317,471002394,2781976,6754.9755637908333333,140,43,28,9,1,3,0,5,6,6,6,43,122,,2,11,264,238,20,221,8,204,15,462488228,190458472,192402437,0,15391137,11676180,0,452494818,0,27067317,27541334,93,550,56,428,,
2021-01-07,2022-01-07,247942417,14027888,233449388,465141,0,13170774,232724921,2046722,3237.5584183391666667,72,21,14,8,1,0,0,1,10,2,6,27,63,,1,5,134,121,13,116,1,107,8,232724921,83588990,122450512,3181494,968100,9021180,0,220535818,0,13170774,11816390,44,409,41,328,,
2021-01-06,2022-01-06,351138004,23962898,321561872,5613234,0,37744177,307632604,5761223,4963.6741418616666667,95,28,16,13,4,0,0,0,6,6,7,40,71,,5,16,179,148,12,156,,133,21,304409367,104606061,143545339,4102404,12854156,20787617,0,286705848,0,35555930,14941847,63,450,65,344,1,0
2021-01-05,2022-01-05,498873938,42443658,424144713,32285567,0,52422807,437212552,9238579,10378.027891855556,158,23,14,14,3,0,0,0,9,18,16,55,113,1,9,21,259,213,27,212,,174,33,436352442,174674182,189924193,5372232,22157880,24892695,0,418134700,0,52422807,21966117,79,798,97,638,0,0
2021-01-04,2022-01-04,513502767,25786041,465189492,22527234,0,58668576,448831913,6002278,8820.2941898233333333,147,50,15,10,3,1,1,5,3,13,8,39,119,3,10,22,274,231,23,225,7,191,33,442535913,136535746,214470785,7257736,26768713,24642127,0,434528660,0,53652656,27776721,90,877,90,722,0,0
2021-01-03,2022-01-03,529644263,43548470,464265796,21829997,0,52034137,470688584,6921542,7981.9924393636111111,135,53,23,8,5,0,1,8,4,7,13,60,105,,6,15,264,230,20,224,9,195,26,464889133,155143058,209350503,13217723,19700634,19115780,0,458797203,0,47028019,27941314,76,773,104,596,,
2021-01-02,2022-01-02,506301258,33152444,445815305,27333509,0,37840417,468460841,0,7118.7497294286111111,141,50,28,10,3,3,0,1,6,10,3,48,119,1,3,11,270,237,20,232,4,207,25,462932085,154787746,201354368,4969214,12238238,20632965,0,446629643,0,37840417,31847911,68,511,65,395,0,0
2021-01-01,2022-01-01,553671533,42556891,488541743,22572899,0,41750347,508221010,3700176,12668.014193129444,148,56,28,8,1,1,0,3,10,9,9,48,131,,5,10,286,249,23,241,4,213,26,506125783,149192273,208289844,10881192,9497763,21371392,0,484100365,0,41750347,33335200,72,708,100,549,0,0
2020-12-31,2021-12-31,306612273,18242533,280661936,7707804,0,23598586,283013687,0,6653.7907549666666667,80,36,9,15,3,0,1,2,5,4,5,37,67,,4,8,166,150,12,143,3,131,13,279596411,102324324,130684427,5385677,12247119,5965790,0,275370287,0,23598586,19315238,50,358,40,277,,
2020-12-30,2021-12-30,386365315,37260094,335408032,13697189,0,30538530,355826785,0,7208.8535692019444444,109,31,20,11,0,0,0,1,14,7,7,37,97,,5,14,209,188,22,171,1,153,18,354563785,111433614,170036437,8149761,10083919,12304850,0,345134485,0,30538530,21397541,70,448,55,344,0,0
2020-12-29,2021-12-29,462807521,27223681,423523459,12060381,0,48410580,414396941,0,7837.1212697027777778,123,56,17,11,4,1,0,3,6,10,7,43,99,,2,20,249,213,20,211,4,182,29,411635220,88981973,221626230,14296574,18208816,15905190,0,396297714,0,48410580,26717613,64,540,62,425,0,0
2020-12-28,2021-12-28,490859710,59595465,423298475,7965770,0,62027780,422341264,6490666,7178.1202504961111111,129,47,22,7,0,1,3,7,14,8,,46,100,,13,23,255,202,33,205,11,165,35,418827003,136316490,181040274,14855750,26273951,20898079,0,387614889,0,59211880,30141136,45,595,74,451,,
2020-12-27,2021-12-27,477833195,40324604,427185351,10323240,0,51917730,422543381,3372084,5868.5786081197222222,141,53,21,9,0,0,0,9,10,7,3,31,115,,8,19,263,225,26,224,9,190,32,421505381,140223750,157124407,13933678,19435407,18548645,0,413434881,0,48718895,30310133,58,725,70,598,0,0
2020-12-26,2021-12-26,448168268,34360707,387840279,25967282,0,39914612,404789087,3464569,10926.140750291667,113,43,22,11,5,0,0,0,12,12,6,45,94,,8,15,247,213,24,194,,165,28,397931762,138036701,152991178,16155965,6671717,17086930,0,396184027,0,39914612,27531892,72,759,99,593,1,0
2020-12-25,2021-12-25,557429778,30462567,516541649,10425562,0,34257156,518586406,4586216,8347.7708030338888889,142,65,31,16,2,2,1,4,8,10,8,67,127,,6,13,299,264,25,256,7,233,20,513265841,168849515,199629274,12616221,6998635,14642300,0,486817681,0,34257156,31335186,78,831,78,666,,
2020-12-24,2021-12-24,345585445,31863129,308071877,5650439,0,18849698,324816642,1919105,6764.3114051952777778,88,47,19,5,1,0,1,1,11,7,4,24,63,1,5,7,194,174,20,160,2,145,13,321508798,110974948,126035544,0,7331253,11518445,0,310348918,0,18849698,21528186,58,525,78,409,,
2020-12-23,2021-12-23,492299352,60237813,418103352,13958187,0,28506156,458626472,5166724,9271.2590965975000000,111,59,31,11,0,0,0,3,11,13,4,41,104,3,6,6,257,233,27,212,3,193,16,453447402,173610435,177461820,0,9012083,19494073,0,444635772,0,28506156,33375191,69,776,82,634,0,0
2020-12-22,2021-12-22,456337799,25743988,413056981,17536830,0,3818127,446763797,5755875,9598.2733205869444444,95,55,32,30,1,0,0,1,12,9,,17,73,,,,257,242,22,213,1,207,4,434270927,168092682,178516743,0,914300,2903827,0,432396997,0,3818127,30009046,83,736,81,589,0,0
2020-12-21,2021-12-21,404785133,10532000,367986986,26266147,0,0,404785133,0,5862.8879444222222222,116,48,20,3,0,0,0,0,4,5,5,42,109,,,,226,221,9,187,,187,0,404785133,100877022,206211575,0,0,0,0,388986062,0,0,31424035,87,311,47,221,0,0
2020-12-20,2021-12-20,410685249,36935382,364755594,8994273,0,0,408656941,2028308,8074.3754054227777778,97,44,24,8,0,1,1,1,4,13,2,27,101,,,,204,195,20,173,3,172,0,407464231,97755071,202622767,0,0,0,0,387281441,0,0,28130264,47,385,50,285,0,0
2020-12-19,2021-12-19,299951995,30844784,252632426,16474785,0,0,299951995,0,7987.9125127888888889,70,34,21,7,1,0,0,0,6,9,2,20,70,,,,174,171,15,133,,134,0,299315435,100490902,137244802,0,0,0,0,287503595,0,0,19559799,70,340,53,231,0,1
2020-12-18,2021-12-18,323306602,38751249,270003345,14552008,0,0,320703079,2603523,6278.9108012241666667,88,21,24,7,1,1,0,6,10,8,4,26,75,,,,184,175,25,141,7,140,0,320703079,109152510,116861885,0,0,0,0,303413579,0,0,23041283,54,338,54,229,0,0
2020-12-17,2021-12-17,198237862,11347678,174465630,12424554,0,0,193672812,4565050,4684.2718979802777778,45,20,9,13,0,0,0,0,4,6,4,25,42,,,,114,110,10,87,,86,0,193672812,49940956,69647436,0,0,0,0,187887312,0,0,14562298,30,243,20,170,,
2020-12-16,2021-12-16,388384193,21256825,364144953,2982415,0,991820,385528834,1863539,6297.4948749050000000,93,20,26,26,1,0,0,0,11,3,,41,82,,,1,192,187,14,166,,166,1,380279150,99176029,114999228,0,0,991820,0,381548124,0,991820,28970673,46,326,42,235,0,1
2020-12-15,2021-12-15,381075785,23549777,335708776,21817232,0,0,380735485,340300,8683.1254737694444444,84,38,16,28,3,1,0,0,10,6,3,24,69,,,,212,205,17,169,1,169,0,374731546,122932180,129312797,0,0,0,0,371459621,0,0,24978847,58,394,78,258,0,0
2020-12-14,2021-12-14,456116303,36652099,404316864,15147340,0,0,452179273,3937030,10867.741355086667,89,61,18,12,9,0,2,1,4,16,2,37,86,,,,236,229,23,189,3,189,0,440712852,165347533,137285019,0,0,0,0,439084273,0,0,30419541,68,405,64,284,0,0
2020-12-13,2021-12-13,417518716,37155311,375981901,4381504,0,0,415812376,1706340,6793.3949556708333333,94,42,36,6,2,1,0,4,7,7,,30,96,,,,214,208,19,180,5,178,0,414489946,123437941,110967410,0,0,0,0,405646776,0,0,31178116,53,410,61,279,0,0
2020-12-12,2021-12-12,384234539,35447725,320584359,28202455,0,0,370733096,13501443,6517.6560619672222222,97,35,23,7,1,1,1,2,6,6,,29,95,,,,209,199,16,163,4,157,0,370334196,124354494,114153305,0,0,0,0,365949496,0,0,25815374,72,487,76,326,0,0
2020-12-11,2021-12-11,477831118,24642970,415582228,37605920,0,0,472832732,4998386,8012.3382114516666667,115,64,32,3,0,1,0,3,8,9,4,38,111,,,,277,262,21,214,4,210,0,472832732,174361910,112820559,0,0,0,0,447917432,0,0,30684768,91,550,86,366,0,0
2020-12-10,2021-12-10,252697056,12358233,230264443,10074380,0,0,247485901,5211155,3880.8916925738888889,62,33,15,7,0,0,0,0,6,5,6,22,58,,,,137,131,11,117,,115,0,246518873,78432210,95081581,0,0,0,0,239756162,0,0,14875680,39,398,66,263,0,0
2020-12-09,2021-12-09,354053193,17426628,332153444,4473121,0,0,344767864,9285329,4330.2180940919444444,103,28,14,10,0,0,0,0,7,6,8,51,98,,,,181,172,13,155,,151,0,343039924,123057963,99357951,0,0,0,0,335415800,0,0,21756084,55,370,56,261,,
2020-12-08,2021-12-08,455277378,23116289,416782716,15378373,0,6990180,441675098,6612100,6674.2526351969444444,116,51,20,4,3,1,0,0,5,9,2,37,111,,,,217,205,15,194,1,184,5,437911146,156253445,123694623,0,4547600,2442580,0,437783798,0,6990180,27980628,51,511,80,336,,
2020-12-07,2021-12-07,330459842,20119683,300342914,9997245,0,0,330459842,0,3003.2530334977777778,110,26,10,3,0,2,0,2,2,4,7,55,108,,,,179,178,10,149,4,150,0,328710492,103699534,95296813,0,0,0,0,327495242,0,0,24113620,59,494,62,338,,
2020-12-06,2021-12-06,364427016,48249727,298671990,17505299,0,0,359135316,5291700,6258.5989763966666667,79,37,27,6,0,2,2,2,12,11,9,30,73,,,,189,179,29,149,6,148,0,358406116,131696059,117010450,0,0,0,0,337812157,0,0,26514008,51,499,82,320,,
2020-12-05,2021-12-05,331731932,22936906,299285109,9509917,0,0,328482793,3249139,7645.1471675877777778,103,31,15,5,3,0,1,1,9,10,5,37,93,,,,194,184,21,157,2,156,0,318264933,132313908,98598196,0,0,0,0,312950454,0,0,24853231,60,615,111,401,0,1
2020-12-04,2021-12-04,403658234,23291066,361418176,18948992,0,9274051,389713985,4670198,7309.2886143863888889,117,40,15,10,1,0,0,4,8,10,1,23,110,,,5,220,205,22,183,4,175,6,381339427,158230205,106504724,0,5620631,3653420,0,373691706,0,6629188,25432397,69,628,104,420,0,1
2020-12-03,2021-12-03,255267799,32010385,219184314,4073100,0,6727411,247203890,1336498,4171.9494025741666667,82,21,9,1,1,1,0,3,10,6,3,37,72,,3,4,139,130,20,114,4,111,4,237835855,74405768,99406201,0,6727411,0,0,235646384,0,6727411,15715022,43,426,66,277,0,0
2020-12-02,2021-12-02,309493135,33515650,274538085,1439400,0,7140155,299122444,3230536,4923.4163001933333333,104,14,9,11,0,0,0,2,15,9,5,31,89,,2,5,171,155,26,138,2,130,5,295940634,101875352,113236466,0,3062255,4077900,0,280703052,0,7140155,20025483,46,468,77,324,0,0
2020-12-01,2021-12-01,395520807,17944876,361795025,15780906,0,5746912,385119595,4654300,9230.1065410738888889,111,38,24,11,4,1,4,0,6,9,3,32,109,,1,1,231,221,20,188,5,187,3,375868112,148828333,101994571,0,4864442,882470,0,373449179,0,5746912,26357937,78,519,78,355,,
2020-11-30,2021-11-30,394890468,39890726,335172787,19826955,0,21333562,373556906,0,6734.5853752983333333,97,35,25,8,0,1,0,6,5,13,4,23,88,1,5,12,208,191,25,165,7,152,14,372570786,136502989,125369649,5092111,7761718,8479733,0,364594361,0,21333562,25359077,59,448,53,316,,
2020-11-29,2021-11-29,436610046,19138678,400789306,16682062,0,37227765,397712781,1669500,6283.6778847558333333,106,51,28,10,3,0,1,2,6,7,1,33,88,,1,11,232,207,16,198,3,176,21,386886814,155670926,97541994,9278942,21910380,6038443,0,388367981,0,37227765,32580556,63,504,39,385,,
2020-11-28,2021-11-28,418517970,28517704,377500994,12499272,0,44424240,372085631,2008099,4874.6168082522222222,110,48,19,12,1,0,2,5,7,4,1,32,89,1,5,17,226,196,18,190,7,163,26,364756096,137599822,103275043,3234432,25794712,15395096,0,366915331,0,39686730,28755266,65,609,69,468,,
2020-11-27,2021-11-27,409251462,28646048,365243793,15361621,0,32503145,374303745,2444572,7968.8834867122222222,114,35,23,16,0,1,1,4,12,5,10,42,84,1,6,14,229,203,23,188,6,170,19,369113985,151342326,103204035,12059992,14662708,5780445,0,367028305,0,32503145,27269519,59,696,60,542,0,0
2020-11-26,2021-11-26,224772758,6408892,209477192,8886674,0,8191521,216581237,0,3539.6717170705555556,60,25,15,9,0,0,0,0,5,3,2,28,56,,,2,130,122,8,109,,107,5,213889230,77833487,60697095,0,2055521,6136000,0,208226631,0,8191521,14771942,49,296,32,198,0,0
2020-11-25,2021-11-25,369778093,22451910,340696721,6629462,0,25578236,344199857,0,6511.5734429341666667,99,23,22,21,1,1,0,0,9,10,7,47,85,3,6,8,198,180,20,166,1,155,14,337270014,126044646,115462375,11950417,1718759,11909060,0,332748657,0,25578236,20373003,66,399,59,288,0,1
2020-11-24,2021-11-24,382959097,30963217,340120927,11874953,0,33714094,349245003,0,6073.6451839463888889,106,22,12,15,3,2,0,5,13,4,3,33,87,1,6,12,193,171,24,158,7,141,17,347382903,116504219,136061024,7820294,15755160,10138640,0,335680403,0,33714094,25359914,54,541,73,419,,
2020-11-23,2021-11-23,359067943,12648540,335985145,10434258,0,6309203,352758740,0,5320.9725090750000000,115,24,11,5,5,0,0,3,5,5,10,49,103,,1,3,187,179,13,160,3,157,3,351656670,127424662,97110995,3124468,0,3184735,0,338261905,0,6309203,24053039,53,395,43,294,,
2020-11-22,2021-11-22,318130143,27102042,267833483,23194618,0,2953136,314383107,793900,5727.2673375369444444,95,26,13,3,4,1,1,7,10,2,5,36,87,,,1,181,174,21,141,9,138,2,310619807,97156663,96104471,970311,1982825,0,0,306159368,0,2953136,18833744,73,413,50,309,,
2020-11-21,2021-11-21,299463772,23072764,262447243,13943765,0,1552128,297911644,0,4415.4062829572222222,105,19,8,1,2,1,1,7,7,2,9,51,94,1,2,1,165,157,18,135,9,133,2,296494174,88474759,104291244,860108,477000,215020,0,285448613,0,1552128,20954412,58,315,54,203,,
2020-11-20,2021-11-20,335396137,10932318,315128201,9335618,0,12310406,317522727,5563004,3058.7374474263888889,126,14,7,0,2,0,1,3,4,2,8,52,101,,2,5,175,160,10,149,4,141,7,314140581,96667828,107331036,7478757,4831649,0,0,306411527,0,9757406,22232663,56,333,47,228,,
2020-11-19,2021-11-19,205253176,4957944,195182719,5112513,0,835163,198913694,5504319,2269.3551932647222222,65,17,6,0,2,0,0,2,2,2,5,33,59,,1,1,106,101,6,90,2,86,1,194948729,46544333,81044970,835163,0,0,0,196148394,0,835163,14087323,36,197,33,138,,
2020-11-18,2021-11-18,252327563,9852955,225925356,16549252,0,2266704,250060859,0,2042.1093832855555556,94,9,4,3,0,1,0,1,6,3,7,48,93,,,2,133,128,11,110,2,108,2,245913972,91885518,72045625,1054899,1211805,0,0,244120750,0,2266704,16847029,46,218,34,148,,
2020-11-17,2021-11-17,235643375,15311705,210242945,10088725,0,2153611,232629654,860110,3438.6892510255555556,78,19,3,6,0,0,2,4,5,5,4,38,75,,,2,140,130,16,106,6,103,2,232629654,63351226,71233428,991823,1161788,0,0,219890759,0,2153611,17281133,46,245,34,161,,
2020-11-16,2021-11-16,272056876,35171880,220279195,16605801,0,4715502,267341374,0,2755.9255433783333333,79,22,5,1,1,2,1,4,9,1,3,28,81,,,1,144,139,17,108,7,108,3,256694583,98050443,80452247,0,3855392,860110,0,263567251,0,4715502,16018390,59,278,26,196,0,0
2020-11-15,2021-11-15,255510250,20396823,206261481,28851946,0,2135440,252830710,544100,1912.2061922272222222,84,10,3,2,1,4,0,2,3,3,6,37,76,,,,134,130,12,100,6,97,2,251710882,98859054,76741001,0,2135440,0,0,249855239,0,2135440,18575915,54,286,25,190,,
2020-11-14,2021-11-14,217903667,8364954,191684520,17854193,0,5680101,209605746,2617820,1977.5103627213888889,75,16,6,0,0,0,0,0,6,1,3,27,65,,1,3,117,108,7,97,,92,4,209605746,64195117,74910935,1851931,852700,2975470,0,202386546,0,5680101,14787129,33,255,37,173,0,0
2020-11-13,2021-11-13,288569274,39444495,246884869,2239910,0,4426582,281253072,2889620,2880.5803079300000000,98,20,6,1,0,2,2,7,11,4,6,45,88,,1,2,157,149,26,125,11,122,2,281253072,86809046,90693478,4426582,0,0,0,271865496,0,4426582,17955986,58,253,34,179,,
2020-11-12,2021-11-12,154061220,18152766,130598154,5310300,0,4206078,149855142,0,1903.9731971444444444,45,14,8,0,1,0,2,1,7,2,4,24,39,,,2,84,81,12,68,3,65,3,149855142,33109243,65779373,0,1886658,2319420,0,149855142,0,3285128,9068911,32,182,26,129,,
2020-11-11,2021-11-11,222026565,8027320,205168897,8830348,0,15077842,202786978,4161745,2168.6156347127777778,73,15,7,6,0,1,0,1,4,4,8,34,62,,1,5,122,106,10,101,2,90,8,202786978,53342629,79297904,5454619,3891849,5731374,0,191508810,0,15077842,12583181,44,203,33,135,,
2020-11-10,2021-11-10,241374360,18280304,213650419,9443637,0,36303829,203277797,1792734,1869.4882487361111111,82,25,2,2,0,1,0,3,2,2,3,20,63,1,9,19,132,103,8,111,4,87,23,197743611,84231081,51499816,8691474,9373557,18238798,0,192097497,0,33943029,14593340,34,327,39,242,,
2020-11-09,2021-11-09,289129933,28627118,235528978,24973837,0,41468822,244871260,2789851,3435.3747893088888889,96,18,7,2,0,3,0,4,11,1,2,23,65,,10,21,161,132,19,123,7,98,25,242040707,68825382,94498041,6303385,15226360,19939077,0,239633804,0,41468822,15489818,46,327,37,263,,
2020-11-08,2021-11-08,294127214,20492034,265284249,8350931,0,47879117,240897202,5350895,3301.5190415841666667,84,22,24,3,0,0,2,3,6,5,2,23,61,1,3,12,162,126,16,133,5,103,27,236794605,73724400,83895131,20532094,8122732,19224291,0,231786461,0,47879117,15810530,51,415,38,322,,
2020-11-07,2021-11-07,297186577,17797691,276018268,3370618,0,36099052,253909148,7178377,3030.1931912138888889,88,24,13,5,0,0,1,0,9,2,7,30,63,1,3,13,151,123,12,130,1,106,21,250404548,83879353,63684024,17743141,5375033,12980878,0,248935788,0,33196829,18347282,41,449,41,375,,
2020-11-06,2021-11-06,240335842,15673212,218650794,6011836,0,32431624,206654883,1249335,1990.7255226416666667,94,14,5,2,0,1,0,3,10,0,6,45,73,,2,14,141,117,14,115,4,98,17,206226283,58242617,84747614,9002083,8786938,14642603,0,189931936,0,32431624,12435607,43,438,48,341,,
2020-11-05,2021-11-05,135644208,13427248,120926306,1290654,0,15766436,119364772,513000,1918.2358430827777778,35,19,6,2,1,0,0,3,6,1,1,11,30,,4,7,77,64,10,63,3,51,11,119364772,34164908,55677999,4064867,1012189,10689380,0,116223997,0,12977936,6928479,22,250,29,185,,
2020-11-04,2021-11-04,234365494,12361158,219112832,2891504,0,26452603,207912891,0,1872.2640759936111111,85,15,4,2,0,1,1,0,8,2,5,41,75,3,6,11,123,109,12,106,2,94,12,207912891,46528975,102404568,6794361,6616207,13042035,0,202365125,0,26452603,12512700,32,272,39,186,,
2020-11-03,2021-11-03,291275143,37512551,249118946,4643646,0,27508344,255694871,8071928,4603.8145288327777778,83,24,8,2,1,1,2,5,9,6,2,17,67,,4,11,155,130,23,118,8,98,17,255694871,94363062,85708429,17555409,3062255,6890680,0,243929943,0,27508344,19544575,50,417,39,326,,
2020-11-02,2021-11-02,320207750,36886230,267630581,15690939,0,30321183,280536684,9349883,4126.3495217063888889,94,27,9,6,0,2,4,11,7,6,2,28,71,,7,17,182,152,30,136,17,112,20,278614684,101663056,97587170,4892297,4451126,20977760,0,269541907,0,27280233,15978058,66,467,72,345,,
2020-11-01,2021-11-01,310452762,26160318,270791583,13500861,0,50269651,255766519,4416592,3891.2173756355555556,79,33,20,4,0,6,1,5,6,6,6,19,57,,3,17,174,139,24,136,12,108,27,255766519,42796887,119876132,17241566,15646285,17381800,0,243797326,0,49277831,16972476,58,660,56,569,,
2020-10-31,2021-10-31,246114369,22370796,219137724,4605849,0,23310073,209977897,12826399,3247.5542730138888889,79,22,13,4,0,2,2,6,6,6,3,18,61,,4,11,148,124,22,118,10,98,15,209977897,49223829,78294280,9551097,9900776,3858200,0,206996443,0,23310073,14719525,47,676,58,563,,
2020-10-30,2021-10-30,302931295,14032867,280173459,8724969,0,24739887,277282800,908608,2822.8080980294444444,100,35,12,1,0,3,2,2,4,3,9,44,85,,5,11,177,149,14,148,7,132,15,276949172,66229112,103604485,5433092,7396451,11910344,0,249372941,0,24739887,18538065,56,711,80,597,,
2020-10-29,2021-10-29,168894775,11873706,152899951,4121118,0,16291739,151783636,819400,1903.6301017027777778,66,11,4,2,2,0,1,4,4,0,6,23,54,1,4,8,99,88,9,85,5,77,9,150780563,33974726,48233760,9530868,1061606,5699265,0,148238510,0,16291739,11892186,26,229,37,177,,
2020-10-28,2021-10-28,235050704,15898228,211227848,7924628,0,5671143,229379561,0,3983.8446884150000000,76,13,3,3,1,4,0,1,10,4,5,29,70,,3,4,123,116,19,96,5,91,5,229379561,65899448,70594420,3017326,0,2653817,0,224673761,0,5671143,16336437,43,277,44,200,,
2020-10-27,2021-10-27,299102171,31078939,261504388,6518844,0,6932022,288610899,3559250,3424.3161489588888889,107,14,3,5,1,3,3,3,8,3,11,53,93,,4,4,162,145,20,130,9,121,7,286354501,70563686,116001178,3651216,1543376,1737430,0,269968663,0,6932022,19173759,52,351,48,270,,
2020-10-26,2021-10-26,301112943,30375696,260885053,9852194,0,8071146,287112857,5928940,2994.3698639230555556,110,29,6,0,1,1,2,6,11,1,5,48,93,,1,4,177,155,21,146,9,136,5,287112857,116313616,103509802,5903070,1307966,860110,0,260474120,0,8071146,15217055,70,411,68,313,,
2020-10-25,2021-10-25,263774180,14833495,242626312,6314373,0,8919887,254854293,0,2513.5290527366666667,105,14,8,0,1,1,1,3,8,2,7,45,96,,2,5,151,139,15,128,5,122,6,254854293,43264288,110943514,3017087,0,5902800,0,240500028,0,8919887,17190851,53,401,40,322,,
2020-10-24,2021-10-24,142877294,8339721,132984237,1553336,0,10435265,132442029,0,3493.1239107241666667,49,17,5,2,0,0,1,2,0,4,5,25,42,1,5,6,86,74,7,73,3,64,9,132442029,24226836,72961709,4643621,3283719,2507925,0,125858439,0,10435265,7119910,32,257,23,199,,
